,NSC #1,Drug name,FDA status,Mechanism of action,NSC #2,Drug name.1,FDA status.1,Mechanism of action.1
222,755.0,6-MERCAPTOPURINE,FDA approved,Ds|PPAT,753082.0,Vemurafenib,FDA approved,"PK:YK,BRAF"
223,755.0,6-MERCAPTOPURINE,FDA approved,Ds|PPAT,754143.0,Depsipeptide,FDA approved,HDAC
224,755.0,6-MERCAPTOPURINE,FDA approved,Ds|PPAT,754230.0,pralatrexate,FDA approved,Df|CTNNB1|DHFR
225,755.0,6-MERCAPTOPURINE,FDA approved,Ds|PPAT,755986.0,Vismodegib,FDA approved,SMO|PK:YK
226,755.0,6-MERCAPTOPURINE,FDA approved,Ds|PPAT,756645.0,Crizotinib,FDA approved,"PK:YK,MET,ALK"
227,755.0,6-MERCAPTOPURINE,FDA approved,Ds|PPAT,757441.0,Axitinib,FDA approved,"PK:YK,PDGFR,VEGFR"
228,755.0,6-MERCAPTOPURINE,FDA approved,Ds|PPAT,760766.0,Vandetanib,FDA approved,"PK:STK,YK,PDGFR,EGFR,VEGFR,RET"
229,755.0,6-MERCAPTOPURINE,FDA approved,Ds|PPAT,761432.0,Cabazitaxel,FDA approved,TUBB|Tu-stab
230,755.0,6-MERCAPTOPURINE,FDA approved,Ds|PPAT,763371.0,Ruxolitinib,FDA approved,"PK:YK,JAK,JAK1,JAK2"
231,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,740.0,METHOTREXATE,FDA approved,Df|DHFR
232,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,752.0,6-THIOGUANINE,FDA approved,Ds|IMPDH2|IMPDH
233,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,755.0,6-MERCAPTOPURINE,FDA approved,Ds|PPAT
234,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,3053.0,Actinomycin D,FDA approved,Db
235,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,3088.0,Chlorambucil,FDA approved,A7|AlkAg
236,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,6396.0,Thiotepa,FDA approved,A7|AlkAg
237,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,8806.0,Melphalan,FDA approved,A7|AlkAg
238,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,9706.0,Triethylenemelamine,FDA approved,A7|AlkAg
239,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,13875.0,Altretamine,FDA approved,Db|AlkAg
240,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,19893.0,Fluorouracil,FDA approved,Ds|Rs|TYMS
241,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,24559.0,Mithramycin,FDA approved,Db|Rs
242,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,27640.0,Floxuridine,FDA approved,Ds|TYMS
243,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,32065.0,Hydroxyurea,FDA approved,AM|Dr
244,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,34462.0,Uracil mustard,FDA approved,A7|AlkAg
245,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,38721.0,Mitotane,FDA approved,A7|Ho|AlkAg|anti-Ho|CYP11A1
246,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,45388.0,DACARBAZINE,FDA approved,A7|AlkAg
247,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,49842.0,Vinblastine,FDA approved,TUBB|Tu-frag
248,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,63878.0,Cytarabine,FDA approved,Ds
249,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,67574.0,Vincristine,FDA approved,TUBB|Tu-frag
250,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,71423.0,Megestrol acetate,FDA approved,Ho|PGR
251,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,79037.0,Lomustine,FDA approved,A6|AlkAg
252,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,82151.0,Daunorubicin,FDA approved,TOP2
253,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,102816.0,AZACITIDINE,FDA approved,DNMT
254,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,105014.0,Cladribine,FDA approved,Ds|ADA
255,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,118218.0,Fludarabine,FDA approved,Ds|AM|Dr|STAT1
256,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,122758.0,Isotretinoin,FDA approved,Ho|RXR|Differentiator
257,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,122819.0,Teniposide,FDA approved,TOP2
258,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,123127.0,Doxorubicin,FDA approved,TOP2
259,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,125066.0,Bleomycin,FDA approved,Db
260,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,125973.0,Paclitaxel,FDA approved,TUBB|Tu-stab
261,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,138783.0,Bendamustine,FDA approved,A2|A6|AlkAg
262,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,141540.0,Etoposide,FDA approved,TOP2
263,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,169780.0,Dexrazoxane,FDA approved,TOP2|NonCan:Cardioprotective
264,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,180973.0,Tamoxifen,FDA approved,Ho|SERM
265,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,226080.0,RAPAMYCIN,FDA approved,"PK:STK,MTOR"
266,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,241240.0,Carboplatin,FDA approved,A7|AlkAg
267,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,246131.0,Valrubicin,FDA approved,TOP2
268,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,279836.0,MITOXANTRONE,FDA approved,TOP2
269,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,362856.0,Temozolomide,FDA approved,A7|AlkAg
270,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,606869.0,Clofarabine,FDA approved,Ds
271,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,608210.0,Vinorelbine,FDA approved,TUBB|Tu-frag
272,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,613327.0,Gemcitabine,FDA approved,Ds
273,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,628503.0,Docetaxel,FDA approved,TUBB|Tu-stab
274,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,673596.0,7-Ethyl-10-hydroxycamptothecin,FDA approved,TOP1
275,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,686673.0,Nelarabine,FDA approved,Ds
276,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,698037.0,Pemetrexed,FDA approved,Df|AM|GARTF|DHFR|TYMS
277,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,701852.0,Vorinostat,FDA approved,HDAC
278,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,712807.0,Capecitabine,FDA approved,Ds|TYMS
279,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,713563.0,Exemestane,FDA approved,Ho|CYP19A1
280,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,715055.0,Gefitinib,FDA approved,"PK:YK,EGFR"
281,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,719276.0,Fulvestrant,FDA approved,AM|Ho|ESR|SERM
282,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,719344.0,Anastrozole,FDA approved,Ho|CYP19A1
283,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,719345.0,Letrozole,FDA approved,Ho|CYP19A1
284,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,719627.0,Celecoxib,FDA approved,AM|PTGS2|COX2|NonCan:NSAID
285,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,721517.0,Zoledronate,FDA approved,AM|NonCan:Anti-bone resorp
286,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,732517.0,Dasatinib,FDA approved,"BCR-ABL|PK:YK,PDGFR,KIT"
287,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,733504.0,Everolimus,FDA approved,"PK:STK,MTOR"
288,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,737754.0,Pazopanib,FDA approved,"PK:YK,PDGFR,FGFR,KIT,VEGFR"
289,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,743414.0,Imatinib,FDA approved,BCR-ABL|PK:YK
290,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,745750.0,Lapatinib,FDA approved,"PK:STK,YK,MET,EGFR,ERBB2,KIT,RAF,VEGFR"
291,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,747599.0,Nilotinib,FDA approved,BCR-ABL|PK:YK
292,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,747971.0,Sorafenib,FDA approved,"PK:YK,PDGFR,BRAF,KIT,VEGFR,Multikinase"
293,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,747972.0,Lenalidomide,FDA approved,FT|Immunomodulatory
294,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,747974.0,Raloxifene,FDA approved,Ho|SERM
295,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,749226.0,Abiraterone,FDA approved,Ho|CYP17A1
296,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,750690.0,Sunitinib,FDA approved,"PK:YK,PDGFR,KIT,VEGFR,Multikinase"
297,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,753082.0,Vemurafenib,FDA approved,"PK:YK,BRAF"
298,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,754143.0,Depsipeptide,FDA approved,HDAC
299,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,754230.0,pralatrexate,FDA approved,Df|CTNNB1|DHFR
300,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,755986.0,Vismodegib,FDA approved,SMO|PK:YK
301,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,756645.0,Crizotinib,FDA approved,"PK:YK,MET,ALK"
302,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,757441.0,Axitinib,FDA approved,"PK:YK,PDGFR,VEGFR"
303,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,760766.0,Vandetanib,FDA approved,"PK:STK,YK,PDGFR,EGFR,VEGFR,RET"
304,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,761432.0,Cabazitaxel,FDA approved,TUBB|Tu-stab
305,762.0,Nitrogen mustard,FDA approved,A7|AlkAg,763371.0,Ruxolitinib,FDA approved,"PK:YK,JAK,JAK1,JAK2"
306,1390.0,Allopurinol,FDA approved,AM|XDH,740.0,METHOTREXATE,FDA approved,Df|DHFR
307,1390.0,Allopurinol,FDA approved,AM|XDH,750.0,Busulfan,FDA approved,A7|AlkAg
308,1390.0,Allopurinol,FDA approved,AM|XDH,752.0,6-THIOGUANINE,FDA approved,Ds|IMPDH2|IMPDH
309,1390.0,Allopurinol,FDA approved,AM|XDH,755.0,6-MERCAPTOPURINE,FDA approved,Ds|PPAT
310,1390.0,Allopurinol,FDA approved,AM|XDH,762.0,Nitrogen mustard,FDA approved,A7|AlkAg
311,1390.0,Allopurinol,FDA approved,AM|XDH,3053.0,Actinomycin D,FDA approved,Db
312,1390.0,Allopurinol,FDA approved,AM|XDH,3088.0,Chlorambucil,FDA approved,A7|AlkAg
313,1390.0,Allopurinol,FDA approved,AM|XDH,6396.0,Thiotepa,FDA approved,A7|AlkAg
314,1390.0,Allopurinol,FDA approved,AM|XDH,8806.0,Melphalan,FDA approved,A7|AlkAg
315,1390.0,Allopurinol,FDA approved,AM|XDH,9706.0,Triethylenemelamine,FDA approved,A7|AlkAg
316,1390.0,Allopurinol,FDA approved,AM|XDH,13875.0,Altretamine,FDA approved,Db|AlkAg
317,1390.0,Allopurinol,FDA approved,AM|XDH,18509.0,Aminolevulinic acid,FDA approved,AM
318,1390.0,Allopurinol,FDA approved,AM|XDH,19893.0,Fluorouracil,FDA approved,Ds|Rs|TYMS
319,1390.0,Allopurinol,FDA approved,AM|XDH,24559.0,Mithramycin,FDA approved,Db|Rs
320,1390.0,Allopurinol,FDA approved,AM|XDH,25154.0,Pipobroman,FDA approved,A7|AlkAg
321,1390.0,Allopurinol,FDA approved,AM|XDH,27640.0,Floxuridine,FDA approved,Ds|TYMS
322,1390.0,Allopurinol,FDA approved,AM|XDH,32065.0,Hydroxyurea,FDA approved,AM|Dr
323,1390.0,Allopurinol,FDA approved,AM|XDH,34462.0,Uracil mustard,FDA approved,A7|AlkAg
324,1390.0,Allopurinol,FDA approved,AM|XDH,38721.0,Mitotane,FDA approved,A7|Ho|AlkAg|anti-Ho|CYP11A1
325,1390.0,Allopurinol,FDA approved,AM|XDH,45388.0,DACARBAZINE,FDA approved,A7|AlkAg
326,1390.0,Allopurinol,FDA approved,AM|XDH,49842.0,Vinblastine,FDA approved,TUBB|Tu-frag
327,1390.0,Allopurinol,FDA approved,AM|XDH,63878.0,Cytarabine,FDA approved,Ds
328,1390.0,Allopurinol,FDA approved,AM|XDH,67574.0,Vincristine,FDA approved,TUBB|Tu-frag
329,1390.0,Allopurinol,FDA approved,AM|XDH,71423.0,Megestrol acetate,FDA approved,Ho|PGR
330,1390.0,Allopurinol,FDA approved,AM|XDH,79037.0,Lomustine,FDA approved,A6|AlkAg
331,1390.0,Allopurinol,FDA approved,AM|XDH,82151.0,Daunorubicin,FDA approved,TOP2
332,1390.0,Allopurinol,FDA approved,AM|XDH,102816.0,AZACITIDINE,FDA approved,DNMT
333,1390.0,Allopurinol,FDA approved,AM|XDH,105014.0,Cladribine,FDA approved,Ds|ADA
334,1390.0,Allopurinol,FDA approved,AM|XDH,118218.0,Fludarabine,FDA approved,Ds|AM|Dr|STAT1
335,1390.0,Allopurinol,FDA approved,AM|XDH,122758.0,Isotretinoin,FDA approved,Ho|RXR|Differentiator
336,1390.0,Allopurinol,FDA approved,AM|XDH,122819.0,Teniposide,FDA approved,TOP2
337,1390.0,Allopurinol,FDA approved,AM|XDH,123127.0,Doxorubicin,FDA approved,TOP2
338,1390.0,Allopurinol,FDA approved,AM|XDH,125066.0,Bleomycin,FDA approved,Db
339,1390.0,Allopurinol,FDA approved,AM|XDH,125973.0,Paclitaxel,FDA approved,TUBB|Tu-stab
340,1390.0,Allopurinol,FDA approved,AM|XDH,138783.0,Bendamustine,FDA approved,A2|A6|AlkAg
341,1390.0,Allopurinol,FDA approved,AM|XDH,141540.0,Etoposide,FDA approved,TOP2
342,1390.0,Allopurinol,FDA approved,AM|XDH,169780.0,Dexrazoxane,FDA approved,TOP2|NonCan:Cardioprotective
343,1390.0,Allopurinol,FDA approved,AM|XDH,180973.0,Tamoxifen,FDA approved,Ho|SERM
344,1390.0,Allopurinol,FDA approved,AM|XDH,226080.0,RAPAMYCIN,FDA approved,"PK:STK,MTOR"
345,1390.0,Allopurinol,FDA approved,AM|XDH,241240.0,Carboplatin,FDA approved,A7|AlkAg
346,1390.0,Allopurinol,FDA approved,AM|XDH,246131.0,Valrubicin,FDA approved,TOP2
347,1390.0,Allopurinol,FDA approved,AM|XDH,279836.0,MITOXANTRONE,FDA approved,TOP2
348,1390.0,Allopurinol,FDA approved,AM|XDH,362856.0,Temozolomide,FDA approved,A7|AlkAg
349,1390.0,Allopurinol,FDA approved,AM|XDH,606869.0,Clofarabine,FDA approved,Ds
350,1390.0,Allopurinol,FDA approved,AM|XDH,608210.0,Vinorelbine,FDA approved,TUBB|Tu-frag
351,1390.0,Allopurinol,FDA approved,AM|XDH,613327.0,Gemcitabine,FDA approved,Ds
352,1390.0,Allopurinol,FDA approved,AM|XDH,628503.0,Docetaxel,FDA approved,TUBB|Tu-stab
353,1390.0,Allopurinol,FDA approved,AM|XDH,673596.0,7-Ethyl-10-hydroxycamptothecin,FDA approved,TOP1
354,1390.0,Allopurinol,FDA approved,AM|XDH,686673.0,Nelarabine,FDA approved,Ds
355,1390.0,Allopurinol,FDA approved,AM|XDH,698037.0,Pemetrexed,FDA approved,Df|AM|GARTF|DHFR|TYMS
356,1390.0,Allopurinol,FDA approved,AM|XDH,701852.0,Vorinostat,FDA approved,HDAC
357,1390.0,Allopurinol,FDA approved,AM|XDH,712807.0,Capecitabine,FDA approved,Ds|TYMS
358,1390.0,Allopurinol,FDA approved,AM|XDH,713563.0,Exemestane,FDA approved,Ho|CYP19A1
359,1390.0,Allopurinol,FDA approved,AM|XDH,715055.0,Gefitinib,FDA approved,"PK:YK,EGFR"
360,1390.0,Allopurinol,FDA approved,AM|XDH,719276.0,Fulvestrant,FDA approved,AM|Ho|ESR|SERM
361,1390.0,Allopurinol,FDA approved,AM|XDH,719344.0,Anastrozole,FDA approved,Ho|CYP19A1
362,1390.0,Allopurinol,FDA approved,AM|XDH,719345.0,Letrozole,FDA approved,Ho|CYP19A1
363,1390.0,Allopurinol,FDA approved,AM|XDH,719627.0,Celecoxib,FDA approved,AM|PTGS2|COX2|NonCan:NSAID
364,1390.0,Allopurinol,FDA approved,AM|XDH,721517.0,Zoledronate,FDA approved,AM|NonCan:Anti-bone resorp
365,1390.0,Allopurinol,FDA approved,AM|XDH,732517.0,Dasatinib,FDA approved,"BCR-ABL|PK:YK,PDGFR,KIT"
366,1390.0,Allopurinol,FDA approved,AM|XDH,733504.0,Everolimus,FDA approved,"PK:STK,MTOR"
367,1390.0,Allopurinol,FDA approved,AM|XDH,737754.0,Pazopanib,FDA approved,"PK:YK,PDGFR,FGFR,KIT,VEGFR"
368,1390.0,Allopurinol,FDA approved,AM|XDH,743414.0,Imatinib,FDA approved,BCR-ABL|PK:YK
369,1390.0,Allopurinol,FDA approved,AM|XDH,745750.0,Lapatinib,FDA approved,"PK:STK,YK,MET,EGFR,ERBB2,KIT,RAF,VEGFR"
370,1390.0,Allopurinol,FDA approved,AM|XDH,747599.0,Nilotinib,FDA approved,BCR-ABL|PK:YK
371,1390.0,Allopurinol,FDA approved,AM|XDH,747971.0,Sorafenib,FDA approved,"PK:YK,PDGFR,BRAF,KIT,VEGFR,Multikinase"
372,1390.0,Allopurinol,FDA approved,AM|XDH,747972.0,Lenalidomide,FDA approved,FT|Immunomodulatory
373,1390.0,Allopurinol,FDA approved,AM|XDH,747974.0,Raloxifene,FDA approved,Ho|SERM
374,1390.0,Allopurinol,FDA approved,AM|XDH,749226.0,Abiraterone,FDA approved,Ho|CYP17A1
375,1390.0,Allopurinol,FDA approved,AM|XDH,750690.0,Sunitinib,FDA approved,"PK:YK,PDGFR,KIT,VEGFR,Multikinase"
376,1390.0,Allopurinol,FDA approved,AM|XDH,753082.0,Vemurafenib,FDA approved,"PK:YK,BRAF"
377,1390.0,Allopurinol,FDA approved,AM|XDH,754143.0,Depsipeptide,FDA approved,HDAC
378,1390.0,Allopurinol,FDA approved,AM|XDH,754230.0,pralatrexate,FDA approved,Df|CTNNB1|DHFR
379,1390.0,Allopurinol,FDA approved,AM|XDH,755986.0,Vismodegib,FDA approved,SMO|PK:YK
380,1390.0,Allopurinol,FDA approved,AM|XDH,756645.0,Crizotinib,FDA approved,"PK:YK,MET,ALK"
381,1390.0,Allopurinol,FDA approved,AM|XDH,757441.0,Axitinib,FDA approved,"PK:YK,PDGFR,VEGFR"
382,1390.0,Allopurinol,FDA approved,AM|XDH,760766.0,Vandetanib,FDA approved,"PK:STK,YK,PDGFR,EGFR,VEGFR,RET"
383,1390.0,Allopurinol,FDA approved,AM|XDH,761432.0,Cabazitaxel,FDA approved,TUBB|Tu-stab
384,1390.0,Allopurinol,FDA approved,AM|XDH,763371.0,Ruxolitinib,FDA approved,"PK:YK,JAK,JAK1,JAK2"
385,3053.0,Actinomycin D,FDA approved,Db,752.0,6-THIOGUANINE,FDA approved,Ds|IMPDH2|IMPDH
386,3053.0,Actinomycin D,FDA approved,Db,3088.0,Chlorambucil,FDA approved,A7|AlkAg
387,3053.0,Actinomycin D,FDA approved,Db,8806.0,Melphalan,FDA approved,A7|AlkAg
388,3053.0,Actinomycin D,FDA approved,Db,13875.0,Altretamine,FDA approved,Db|AlkAg
389,3053.0,Actinomycin D,FDA approved,Db,19893.0,Fluorouracil,FDA approved,Ds|Rs|TYMS
390,3053.0,Actinomycin D,FDA approved,Db,34462.0,Uracil mustard,FDA approved,A7|AlkAg
391,3053.0,Actinomycin D,FDA approved,Db,45388.0,DACARBAZINE,FDA approved,A7|AlkAg
392,3053.0,Actinomycin D,FDA approved,Db,71423.0,Megestrol acetate,FDA approved,Ho|PGR
393,3053.0,Actinomycin D,FDA approved,Db,79037.0,Lomustine,FDA approved,A6|AlkAg
394,3053.0,Actinomycin D,FDA approved,Db,82151.0,Daunorubicin,FDA approved,TOP2
395,3053.0,Actinomycin D,FDA approved,Db,122819.0,Teniposide,FDA approved,TOP2
396,3053.0,Actinomycin D,FDA approved,Db,141540.0,Etoposide,FDA approved,TOP2
397,3053.0,Actinomycin D,FDA approved,Db,169780.0,Dexrazoxane,FDA approved,TOP2|NonCan:Cardioprotective
398,3053.0,Actinomycin D,FDA approved,Db,279836.0,MITOXANTRONE,FDA approved,TOP2
399,3053.0,Actinomycin D,FDA approved,Db,608210.0,Vinorelbine,FDA approved,TUBB|Tu-frag
400,3053.0,Actinomycin D,FDA approved,Db,698037.0,Pemetrexed,FDA approved,Df|AM|GARTF|DHFR|TYMS
401,3053.0,Actinomycin D,FDA approved,Db,713563.0,Exemestane,FDA approved,Ho|CYP19A1
402,3053.0,Actinomycin D,FDA approved,Db,715055.0,Gefitinib,FDA approved,"PK:YK,EGFR"
403,3053.0,Actinomycin D,FDA approved,Db,719345.0,Letrozole,FDA approved,Ho|CYP19A1
404,3053.0,Actinomycin D,FDA approved,Db,737754.0,Pazopanib,FDA approved,"PK:YK,PDGFR,FGFR,KIT,VEGFR"
405,3053.0,Actinomycin D,FDA approved,Db,747972.0,Lenalidomide,FDA approved,FT|Immunomodulatory
406,3053.0,Actinomycin D,FDA approved,Db,747974.0,Raloxifene,FDA approved,Ho|SERM
407,3053.0,Actinomycin D,FDA approved,Db,749226.0,Abiraterone,FDA approved,Ho|CYP17A1
408,3053.0,Actinomycin D,FDA approved,Db,753082.0,Vemurafenib,FDA approved,"PK:YK,BRAF"
409,3053.0,Actinomycin D,FDA approved,Db,755986.0,Vismodegib,FDA approved,SMO|PK:YK
410,3053.0,Actinomycin D,FDA approved,Db,756645.0,Crizotinib,FDA approved,"PK:YK,MET,ALK"
411,3053.0,Actinomycin D,FDA approved,Db,757441.0,Axitinib,FDA approved,"PK:YK,PDGFR,VEGFR"
412,3053.0,Actinomycin D,FDA approved,Db,760766.0,Vandetanib,FDA approved,"PK:STK,YK,PDGFR,EGFR,VEGFR,RET"
413,3053.0,Actinomycin D,FDA approved,Db,761432.0,Cabazitaxel,FDA approved,TUBB|Tu-stab
414,3053.0,Actinomycin D,FDA approved,Db,763371.0,Ruxolitinib,FDA approved,"PK:YK,JAK,JAK1,JAK2"
415,3088.0,Chlorambucil,FDA approved,A7|AlkAg,8806.0,Melphalan,FDA approved,A7|AlkAg
416,3088.0,Chlorambucil,FDA approved,A7|AlkAg,9706.0,Triethylenemelamine,FDA approved,A7|AlkAg
417,3088.0,Chlorambucil,FDA approved,A7|AlkAg,13875.0,Altretamine,FDA approved,Db|AlkAg
418,3088.0,Chlorambucil,FDA approved,A7|AlkAg,19893.0,Fluorouracil,FDA approved,Ds|Rs|TYMS
419,3088.0,Chlorambucil,FDA approved,A7|AlkAg,34462.0,Uracil mustard,FDA approved,A7|AlkAg
420,3088.0,Chlorambucil,FDA approved,A7|AlkAg,45388.0,DACARBAZINE,FDA approved,A7|AlkAg
421,3088.0,Chlorambucil,FDA approved,A7|AlkAg,71423.0,Megestrol acetate,FDA approved,Ho|PGR
422,3088.0,Chlorambucil,FDA approved,A7|AlkAg,79037.0,Lomustine,FDA approved,A6|AlkAg
423,3088.0,Chlorambucil,FDA approved,A7|AlkAg,82151.0,Daunorubicin,FDA approved,TOP2
424,3088.0,Chlorambucil,FDA approved,A7|AlkAg,122819.0,Teniposide,FDA approved,TOP2
425,3088.0,Chlorambucil,FDA approved,A7|AlkAg,123127.0,Doxorubicin,FDA approved,TOP2
426,3088.0,Chlorambucil,FDA approved,A7|AlkAg,141540.0,Etoposide,FDA approved,TOP2
427,3088.0,Chlorambucil,FDA approved,A7|AlkAg,169780.0,Dexrazoxane,FDA approved,TOP2|NonCan:Cardioprotective
428,3088.0,Chlorambucil,FDA approved,A7|AlkAg,279836.0,MITOXANTRONE,FDA approved,TOP2
429,3088.0,Chlorambucil,FDA approved,A7|AlkAg,608210.0,Vinorelbine,FDA approved,TUBB|Tu-frag
430,3088.0,Chlorambucil,FDA approved,A7|AlkAg,698037.0,Pemetrexed,FDA approved,Df|AM|GARTF|DHFR|TYMS
431,3088.0,Chlorambucil,FDA approved,A7|AlkAg,713563.0,Exemestane,FDA approved,Ho|CYP19A1
432,3088.0,Chlorambucil,FDA approved,A7|AlkAg,715055.0,Gefitinib,FDA approved,"PK:YK,EGFR"
433,3088.0,Chlorambucil,FDA approved,A7|AlkAg,737754.0,Pazopanib,FDA approved,"PK:YK,PDGFR,FGFR,KIT,VEGFR"
434,3088.0,Chlorambucil,FDA approved,A7|AlkAg,747972.0,Lenalidomide,FDA approved,FT|Immunomodulatory
435,3088.0,Chlorambucil,FDA approved,A7|AlkAg,747974.0,Raloxifene,FDA approved,Ho|SERM
436,3088.0,Chlorambucil,FDA approved,A7|AlkAg,749226.0,Abiraterone,FDA approved,Ho|CYP17A1
437,3088.0,Chlorambucil,FDA approved,A7|AlkAg,753082.0,Vemurafenib,FDA approved,"PK:YK,BRAF"
438,3088.0,Chlorambucil,FDA approved,A7|AlkAg,755986.0,Vismodegib,FDA approved,SMO|PK:YK
439,3088.0,Chlorambucil,FDA approved,A7|AlkAg,756645.0,Crizotinib,FDA approved,"PK:YK,MET,ALK"
440,3088.0,Chlorambucil,FDA approved,A7|AlkAg,757441.0,Axitinib,FDA approved,"PK:YK,PDGFR,VEGFR"
441,3088.0,Chlorambucil,FDA approved,A7|AlkAg,760766.0,Vandetanib,FDA approved,"PK:STK,YK,PDGFR,EGFR,VEGFR,RET"
442,3088.0,Chlorambucil,FDA approved,A7|AlkAg,761432.0,Cabazitaxel,FDA approved,TUBB|Tu-stab
443,3088.0,Chlorambucil,FDA approved,A7|AlkAg,763371.0,Ruxolitinib,FDA approved,"PK:YK,JAK,JAK1,JAK2"
444,6396.0,Thiotepa,FDA approved,A7|AlkAg,740.0,METHOTREXATE,FDA approved,Df|DHFR
445,6396.0,Thiotepa,FDA approved,A7|AlkAg,752.0,6-THIOGUANINE,FDA approved,Ds|IMPDH2|IMPDH
446,6396.0,Thiotepa,FDA approved,A7|AlkAg,3053.0,Actinomycin D,FDA approved,Db
447,6396.0,Thiotepa,FDA approved,A7|AlkAg,3088.0,Chlorambucil,FDA approved,A7|AlkAg
448,6396.0,Thiotepa,FDA approved,A7|AlkAg,8806.0,Melphalan,FDA approved,A7|AlkAg
449,6396.0,Thiotepa,FDA approved,A7|AlkAg,13875.0,Altretamine,FDA approved,Db|AlkAg
450,6396.0,Thiotepa,FDA approved,A7|AlkAg,19893.0,Fluorouracil,FDA approved,Ds|Rs|TYMS
451,6396.0,Thiotepa,FDA approved,A7|AlkAg,34462.0,Uracil mustard,FDA approved,A7|AlkAg
452,6396.0,Thiotepa,FDA approved,A7|AlkAg,45388.0,DACARBAZINE,FDA approved,A7|AlkAg
453,6396.0,Thiotepa,FDA approved,A7|AlkAg,71423.0,Megestrol acetate,FDA approved,Ho|PGR
454,6396.0,Thiotepa,FDA approved,A7|AlkAg,79037.0,Lomustine,FDA approved,A6|AlkAg
455,6396.0,Thiotepa,FDA approved,A7|AlkAg,82151.0,Daunorubicin,FDA approved,TOP2
