,NSC,Drug_name,Status,MOA,SID
422,16729.0,(Z)-3-(3-Methoxy-4-phenylmethoxyphenyl)prop-2-enoic acid,-,-,5354670
423,16865.0,-,-,-,-
424,16876.0,-,-,-,-
425,17061.0,"1-((3,4-Dimethoxybenzylidene)amino)-2-naphthol",-,-,226514
426,17065.0,(2-Benzamidophenyl) benzoate,-,-,226518
427,17245.0,"[2-[(8S,9S,10R,11S,13S,14S,17R)-11,17-Dihydroxy-10,13-dimethyl-3-oxo-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-17-yl]-2-oxoethyl] cyclopentanecarboxylate",-,-,226609
428,17257.0,"actidione, benzoylacetate",-,-,226619
429,17273.0,Propyl quinacrine mustard,-,-,-
430,17275.0,2-[Bis(2-chloroethyl)aminomethyl]-4-[3-[bis(2-chloroethyl)aminomethyl]-4-hydroxy-5-prop-2-enylphenyl]-6-prop-2-enylphenol;hydrochloride,-,-,24182498
431,17473.0,siquil,-,-,-
432,17551.0,"1,3-Propanedione, 1-(3-pyridinyl)-3-(2,4,6-trimethyl- ph...",-,-,226783
433,17647.0,-,-,-,-
434,17652.0,"N-methyl-N-(4-(3-(pyrrolidin-1-yl)propoxy)benzyl)-4-(2,6...",-,-,-
435,17744.0,"4,4-Dimethyl-2-pentadecyl-1-(propan-2-yl)-4,5-dihydro-1h-imidazole",-,-,226857
436,17759.0,"1-[2-[(E)-Heptadec-8-enyl]-5,5-dimethyl-4H-imidazol-3-yl]propan-2-ol",-,-,5354710
437,17762.0,"2-(2-Heptadecyl-4,4-dimethyl-4,5-dihydro-1h-imidazol-1-yl)-2-methylpropan-1-ol",-,-,226869
438,18286.0,"1-Ethoxy-5-fluoro-2,4-dinitrobenzene",-,-,227098
439,18298.0,-,-,-,-
440,18300.0,-,-,-,-
441,18335.0,cinerubin b,-,-,-
442,18451.0,"Fluoren-9-one, 2-[bis(p-bromobenzyl)amino]-",-,-,227150
443,18460.0,n-(7-Nitro-9h-fluoren-2-yl)formamide,-,-,227158
444,18613.0,"Trimethyl-[2-[(1-methyl-3,4-dihydro-2H-quinolin-1-ium-1-yl)amino]ethyl]azanium;iodide",-,-,5351688
445,18719.0,-,-,-,-
446,18727.0,-,-,-,-
447,18758.0,"2,2'-Biphenyl-4,4'-diyldiguanidine sulfate(1:1)",-,-,227281
448,18804.0,hinokitol,-,-,3611
449,18805.0,"thujaplicin, alpha",-,-,-
450,18877.0,"3,4-di(benzo[b]thiophene-3-carbonyl)-1,2,5-oxadiazole 2-...",-,-,227331
451,18880.0,Phenoxathiine-4-carbohydrazide,-,-,227334
452,18883.0,"2-(12H-Benzo[a]phenothiazin-12-yl)-N,N-diethylethanamine",-,-,227337
453,18891.0,NCIMech_000665,-,-,227345
454,18894.0,valerolactim,-,-,-
455,19048.0,"Racemic gossypol, acetate salt",-,-,-
456,19139.0,A842338,-,-,227530
457,19147.0,"2-chloro-N-phenethyl-9-phenyl-9H-purin-6-amine, hydrochl...",-,-,-
458,19441.0,fda 0283,-,-,95122
459,19502.0,-,-,-,-
460,19509.0,yohimbine,-,-,-
461,19630.0,"(2,5-dioxo-2,5-dihydro-1H-pyrrol-1-yl)methyl propionate",-,-,227681
462,19637.0,2-(m-Nitrostyryl)pyridine,-,-,-
463,19639.0,m-Dimaleimidobenzene,-,-,18156
464,19645.0,Nitrochin,-,-,5955
465,19646.0,WLN: T66 BNJ BO C1 ENW,-,-,-
466,19727.0,A818196,-,-,227746
467,19728.0,[(E)-(4-Hexoxyphenyl)methylideneamino]thiourea,-,-,9555790
468,19760.0,N-Phthaloyl-Phe-OH,-,-,227754
469,19781.0,"Phenol, 4,4'-(1,6-hexanediyl)bis-",-,-,90481
470,19802.0,rhamnetin,-,-,5281691
471,19893.0,Fluorouracil,FDA approved,Ds|Rs|TYMS,-
472,19912.0,Cryptopleurine,-,-,92765
473,19942.0,Tenulin,-,-,227830
474,19976.0,10-(3-(1-Azaspiro[4.5]dec-1-yl)propyl)-2-chloro-10H-phenothiazine,-,-,227840
475,19987.0,Methylprednisolone,FDA approved,NonCan:Anti-inflammatory,6741
476,19990.0,streptovaricin c,-,-,-
477,20000.0,agrosol,-,-,-
478,20200.0,Benzethonium Chloride,-,-,-
479,20207.0,-,-,-,-
480,20256.0,uridin,FDA approved,-,-
481,20514.0,NCIMech_000725,-,-,227994
482,20527.0,dibask,-,-,-
483,20534.0,"Thioxanthen-9-one, 1-[[2-[ethyl(2-hydroxyethyl)amino]eth...",-,-,-
484,20535.0,-,-,-,-
485,20644.0,"1,2,3-Tribenzylguanidine",-,-,33144
486,20909.0,isothan,-,-,-
487,21061.0,cresol,-,-,24693
488,21075.0,pilocereine,-,-,-
489,21206.0,6-AMINONICOTINAMIDE,-,-,9500
490,21276.0,"2,6-dinitrochlorobenzene",-,-,-
491,21356.0,"N,N-Bis[2-oxo-2-(2-phenylhydrazinyl)ethyl]nitrous amide",-,-,228424
492,21434.0,ALBB-007622,-,-,228480
493,21518.0,2-Tert-butyl-6-((dimethylamino)methyl)-4-isopropylphenol,-,-,228534
494,21531.0,-,-,-,-
495,21545.0,"Methanesulfonothioic acid, S-methyl ester (9CI)",-,-,18064
496,21548.0,dthyd,-,-,-
497,21588.0,A805455,-,-,228569
498,21622.0,"5-(Morpholin-4-ylmethyl)-3-[(Z)-[(E)-4-(5-nitrofuran-2-yl)but-3-en-2-ylidene]amino]-1,3-oxazolidin-2-one",-,-,5922444
499,21662.0,"2-Bromophenazine 5,10-dioxide",-,-,228612
500,21666.0,Phenazine di-N-oxide,-,-,228615
501,21669.0,"2-methoxyphenazine, 5,10-dioxide",-,-,-
502,21681.0,STL437892,-,-,228622
503,21683.0,STL437902,-,-,228624
504,21702.0,-,-,-,-
505,21715.0,Trichloromethyl(4-chlorophenyl) sulfone,-,-,228635
506,21728.0,"Sempervirine, nitrate",-,-,5351497
507,21914.0,"3,4-Benzpyrene",-,-,2336
508,21970.0,L-alpha-Aminobutyric Acid,-,-,1674
509,22070.0,pyrethrosin,-,-,-
510,22201.0,pimm,-,-,110719
511,22225.0,"Cadmium;1,4,5,6,7,7-hexachlorobicyclo[2.2.1]hept-5-ene-2,3-dicarboxylic acid",-,-,5351702
512,22227.0,-,-,-,-
513,22348.0,"1H-Naphth[2,3-d]imidazole-4,9-dione, 1-(4-bromophenyl)-2...",-,-,229013
514,22600.0,-,-,-,-
515,22709.0,ae 200,-,-,135410720
516,22842.0,cumostrol,-,-,5281707
517,22945.0,WLN: WNR CG DG FNW,-,-,80565
518,22984.0,-,-,-,-
519,22994.0,"2-[Hydroxy(phenyl)methyl]-N,N-dimethyl-N-[(2E)-3-phenylprop-2-en-1-yl]dodecan-1-aminium chloride",-,-,24183021
520,23159.0,"Methyl 11,12-dibromo-3,9-epoxycholan-24-oate",-,-,229453
521,23162.0,Nandrolone phenpropionate,FDA approved,Ho|NonCan:Ste,-
522,23173.0,4-((2-(Acetylamino)-9H-fluoren-9-ylidene)amino)benzoic acid,-,-,229459
523,23297.0,"N-(3-Methylphenyl)-2,4,7-trinitrofluoren-9-imine",-,-,229543
524,23345.0,ptsm,-,-,9552058
525,23416.0,29D9UWI50A,-,-,5716814
526,23418.0,3-(Benzylamino)-1-naphthalen-2-ylpropan-1-ol;hydrochloride,-,-,54603596
527,23477.0,"1,2-Dichloro-4-[(E)-2-nitrobut-1-enyl]benzene",-,-,5355002
528,23615.0,deoxyuridine,-,-,-
529,23676.0,-,-,-,-
530,23759.0,TESTOLACTONE,FDA approved,Ho,-
531,23766.0,6-N-[2-[5-(diethylamino)pentan-2-ylamino]-6-methylpyrimi...,-,-,-
532,23833.0,1-(((4-Methylphenyl)sulfinyl)oxy)-4-phenyl-4-piperidinecarboxylic acid,-,-,229831
533,23856.0,4-Methoxy-,-,-,697963
534,23863.0,-,-,-,-
535,23904.0,-,-,-,-
536,23925.0,-,-,-,-
537,23936.0,(4Z)-4-[(4-Nitrophenyl)hydrazinylidene]pentanoic acid,-,-,6369925
538,23994.0,Butyl maleurate,-,-,5355031
539,24030.0,"1,4-benzenediamine (9ci), n-butyl-n'-phenyl-",-,-,229938
540,24037.0,N-(9-(4-(trimethylamino)benzylidene)-9H-fluoren-2-yl)ace...,-,-,5351711
541,24047.0,-,-,-,-
542,24076.0,-,-,-,-
543,24113.0,NCIMech_000745,-,-,229969
544,24189.0,8455AB,-,-,1549990
545,24500.0,"2,6-Dimethoxyquinone",-,-,-
546,24559.0,Mithramycin,FDA approved,Db|Rs,-
547,24692.0,"2,4,7-Tribromotropone",-,-,230132
548,24799.0,-,-,-,-
549,24817.0,peltatin a,-,-,-
550,24818.0,podophyllotoxin,-,-,-
551,24819.0,peltatin b,-,-,-
552,24871.0,l-Arctigenin,-,-,230232
553,24913.0,TC-167793,-,-,81664
554,25028.0,"4-Amino-1,2-naphthoquinone",-,-,72908
555,25154.0,Pipobroman,FDA approved,A7|AlkAg,-
556,25434.0,-,-,-,-
557,25454.0,Isoquinolin-1-yl(4-methoxyphenyl)phenylmethanol,-,-,230510
558,25463.0,Rubremetinium chloride,-,-,-
559,25485.0,uabaina,-,-,-
560,25703.0,"1-(Aziridin-1-yl)-N-[4-[[4-[[1-(aziridin-1-yl)-2,2-diphenylethylidene]amino]phenyl]methyl]phenyl]-2,2-diphenylethanimine",-,-,230621
561,25818.0,4-chloro-3-nitrophenyl methyl sulfone,-,-,66796
562,25830.0,CBDivE_002081,-,-,230690
563,25846.0,"2-Nitrophenyl 2,4,6-trimethylbenzenesulfonate",-,-,230706
564,25861.0,"6-Chloro-5-methyl-1,1-dioxo-4H-1lambda6,2,4-benzothiadiazine-7-sulfonamide",-,-,5351722
565,26037.0,1-[4-[(E)-2-(4-Chlorophenyl)ethenyl]phenyl]-2-(dimethylamino)ethanol,-,-,5929908
566,26040.0,"1-Piperidineethanol, .alpha.-[p-(p-chlorostyryl)phenyl]-",-,-,5351150
567,26045.0,"5,7-dichloroisatin",-,-,80771
568,26074.0,1-(4-Chloronaphthalen-1-yl)-2-(dimethylamino)ethanol 4-methylbenzenesulfonate(1:1),-,-,230791
569,26081.0,-,-,-,-
570,26113.0,"[(E)-3-(2,3,4,5-Tetrachlorocyclopenta-2,4-dien-1-ylidene)prop-1-enyl]benzene",-,-,5860626
571,26258.0,cube,-,-,-
572,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,-
573,26273.0,6-Benzylthioinosine,-,-,95263
574,26427.0,5-Chlorocoumarin,-,-,230978
575,26540.0,"2-methyl-4,5,6-trichloropyrimidine",-,-,231054
576,26647.0,Naphthazarin,-,-,-
577,26692.0,"4,5-bis(4-Methoxyphenyl)-1H-imidazol-2(5H)-one",-,-,231112
578,26697.0,IPDPPISLQQOKEV-NTCAYCPXSA-N,-,-,231115
579,26821.0,o-Aminoazotoluene,-,-,-
580,26933.0,OKDKHOBYMXHNMN-UHFFFAOYSA-N,-,-,231205
581,26980.0,Mitomycin,FDA approved,A2|AlkAg,5746
582,27034.0,"2,3-Quinizarindicarbonitrile",-,-,410191
583,27102.0,Usaf bv-11,-,-,-
584,27103.0,-,-,-,-
585,27445.0,-,-,-,-
586,27515.0,"2-Isoindolineacetic acid, .alpha.-isopropyl-1,3-dioxo- (...",-,-,138417
587,27604.0,N-[(E)-[1-(5-Chloro-2-hydroxyphenyl)-3-methylbutylidene]amino]pyridine-4-carboxamide,-,-,135431336
588,27607.0,5-Chlorosalicylaldehyde isonicotinoylhydrazone,-,-,135431337
589,27640.0,Floxuridine,FDA approved,Ds|TYMS,-
590,28002.0,"Naphtho[2,1-b]quinolizinium, 7-methyl- chloride",-,-,5351151
591,28081.0,J3.656.556J,-,-,231626
592,28365.0,"[4-(5,8-Diacetyloxy-1-tetracyclo[6.6.0.02,7.09,14]tetradeca-2(7),3,5,9,11,13-hexaenyl)phenyl] acetate",-,-,231714
593,28408.0,1-Methyl-1-[4-(1-methylazocan-1-ium-1-yl)butyl]azocan-1-ium;bromide,-,-,5351731
594,28430.0,-,-,-,-
595,28527.0,Cyclohexylmethanamine;cyclohexylmethylcarbamic acid,-,-,231799
596,28566.0,-,-,-,-
597,28567.0,-,-,-,-
598,28568.0,-,-,-,-
599,28569.0,-,-,-,-
600,28608.0,"1,3-Bis(4-bromophenyl)thiourea",-,-,3652630
601,29013.0,"2,5-Bis(2,4-dimethylphenyl)benzene-1,4-diol",-,-,232011
602,29018.0,"2,5-Bis(2,4,6-trimethylphenyl)benzene-1,4-diol",-,-,232016
603,29117.0,7-Hydroxy-4-methyl-8-pentanoyl-2H-1-benzopyran-2-one,-,-,5355215
604,29182.0,2-(Ethoxycarbonyl)phenyl 2-phenylhydrazinecarboxylate,-,-,232136
605,29228.0,Allyl disulfide,-,-,16590
606,29422.0,thioguanosine,-,-,-
607,29424.0,N-Butyl-2-(methylthio)-9H-purin-6-amine,-,-,517841
608,29443.0,"Benzoyloxy-[[3-(benzoyloxymercuriomethyl)-1,4-dioxan-2-yl]methyl]mercury",-,-,16683643
609,29459.0,"Quinoline, 4-[.alpha.-[bis(2-chloroethyl)amino]-4-methox...",-,-,24183684
610,29603.0,-,-,-,-
611,29604.0,"9-(3,4-Dichlorophenyl)purine-2,6-diamine;hydrochloride",-,-,24183689
612,29606.0,"9-(4-Methylphenyl)purine-2,6-diamine;hydrochloride",-,-,54601764
613,29630.0,dichloroamethopterin,-,-,-
614,29638.0,"N'-(4-Fluorophenyl)-2-(3-oxo-4H-1,4-benzothiazin-2-yl)acetohydrazide",-,-,232328
615,29865.0,N-[(E)-(2-Hydroxyphenyl)methylideneamino]-2-[2-[(2Z)-2-[(2-hydroxyphenyl)methylidene]hydrazinyl]-2-oxoethyl]sulfanylacetamide,-,-,135431368
616,30033.0,glycerol-tris(iodoacetate),-,-,23681
617,30083.0,-,-,-,-
618,30198.0,-,-,-,-
619,30417.0,-,-,-,-
620,30637.0,"(2,4-Dinitrophenyl)methyl carbamimidothioate;chloride",-,-,24183838
621,30652.0,"1,4-Diacetoxynaphthalene",-,-,79775
622,30656.0,michler's thione,-,-,71045
623,30659.0,-,-,-,-
624,30706.0,chinon,-,-,95715
625,30712.0,4-((2-Hydroxybenzylidene)amino)-2-isopropyl-5-methylphenol,-,-,232780
626,30722.0,"2,4,6-trichloro-5-methylpyrimidine",-,-,232789
627,30799.0,"1-Methylcyclopentane-1,2-dicarboxylic acid",-,-,232835
628,30813.0,5-(Naphthalen-1-yl)-1-phenyl-1h-tetrazole,-,-,232850
629,30863.0,5660AH,-,-,22658
630,30915.0,"Benzoyloxy-[[6-(benzoyloxymercuriomethyl)-1,4-dioxan-2-yl]methyl]mercury",-,-,16683646
631,30916.0,mp 317,-,-,16683647
632,30930.0,"2-Indolecarboxylic acid, 5-(benzyloxy)-",-,-,-
633,30979.0,3-ethylcholanthrene,-,-,95723
634,31059.0,MS-1469,-,-,1416279
635,31660.0,"2-Aminophenol; 2-hydroxy-1,3,2-dioxastibolane-4,5-dicarboxylic acid",-,-,16682749
636,31692.0,-,-,-,-
637,31703.0,Ethyl N-[4-[(E)-3-phenylprop-2-enoyl]phenyl]carbamate,-,-,5774635
638,31709.0,"Quinolinium, 2-[2-(2,5-dimethyl-1-pentyl-1H-pyrrol-3-yl)...",-,-,54605545
639,31711.0,2-Allyl-4-(6-chloro-2-methoxyacridin-9-ylamino)-6-((diet...,-,-,-
640,31717.0,tetraethyleniminobenzoquinone,-,-,95735
641,31760.0,Asperuloside,-,-,-
642,31768.0,"N,N-Dimethyl-4-[(Z)-2-(1,3,3-trimethylindol-1-ium-2-yl)ethenyl]aniline;chloride;hydrochloride",-,-,54599828
643,31777.0,"N,N-Diethyl-4-[(E)-2-(1,3,3-trimethylindol-1-ium-2-yl)ethenyl]aniline;chloride;hydrochloride",-,-,54605565
644,31778.0,-,-,-,-
645,31779.0,-,-,-,-
646,31780.0,astraphloxin,-,-,6540442
647,31782.0,"N-(4-Ethoxyphenyl)-N-methyl-4-[(E)-2-(1,3,3-trimethylindol-1-ium-2-yl)ethenyl]aniline;chloride;hydrochloride",-,-,54602338
648,31812.0,dulana,-,-,-
649,31815.0,ANTINEOPLASTIC-31815,-,-,-
650,31869.0,Suberosin,-,-,68486
651,31882.0,"3,4'-dimethoxychrysin",-,-,5352001
652,32065.0,Hydroxyurea,FDA approved,AM|Dr,-
653,32149.0,-,-,-,-
654,32190.0,WLN: T66 BNJ G1R& JQ,-,-,-
655,32212.0,.alpha.-Bromochalcone,-,-,-
656,32516.0,3-(But-3-en-2-yl)-2-hydroxybenzaldehyde,-,-,233642
657,32569.0,"Piperazine, 4-(m-chlorophenyl)-4'-(p-chlorophenyl)-1,1'-...",-,-,233683
658,32743.0,Acetoxycycloheximide,-,-,-
659,32924.0,2-Chloro-5-methyl-8-phenylphenazin-5-ium;methyl sulfate,-,-,24184082
660,32927.0,n-Hexadecyltrimethylammonium bromide,-,-,-
661,32930.0,"N-(7-Chloro-3-methoxyphenazin-1-yl)-N',N'-diethylpropane-1,3-diamine;hydrochloride",-,-,24184086
662,32937.0,"Acridan, 9-chloro-9-(p-dimethylaminophenyl)-10-ethyl-, d...",-,-,-
663,32942.0,Cetalkonium Chloride,-,-,31202
664,32944.0,cephaeline dihydrochloride,-,-,-
665,32946.0,mggh,-,-,-
666,32951.0,mycoin,-,-,-
667,32967.0,"3-N,6-N,2,7-Tetramethylacridine-3,6-diamine;hydrochloride",-,-,54608353
668,32982.0,Curcumin,FDA approved,Apo,-
669,32992.0,colchicoside,-,-,-
670,33001.0,Fluorometholone,-,-,9878
671,33006.0,NCIMech_000040,-,-,233871
672,33052.0,DAQRZDDIMCDMPZ-UHFFFAOYSA-N,-,-,233907
673,33092.0,Methyl N-[6-(methoxycarbonylamino)pyren-1-yl]carbamate;methyl N-[8-(methoxycarbonylamino)pyren-1-yl]carbamate,-,-,233937
674,33202.0,"Cadmium(2+);methyl 3-[18-(3-methoxy-3-oxopropyl)-3,8,13,17-tetramethylporphyrin-21,23-diid-2-yl]propanoate",-,-,3551195
675,33353.0,"Cinnamamide, N-(4-amino-2-methyl-6-quinolyl)-o-chloro-",-,-,-
676,33408.0,N-Acetyliodocolchinol,-,-,-
677,33410.0,Colchicine Derivative,-,TUBB,46151
678,33413.0,-,-,-,-
679,33418.0,10-[(Z)-C-Aminocarbonohydrazonoyl]sulfanyldecyl N'-aminocarbamimidothioate;hydroiodide,-,-,54603357
680,33419.0,sn 967,-,-,-
681,33423.0,ANTINEOPLASTIC-33423,-,-,-
682,33434.0,"isoquinolinium (8ci), 2,2'-decamethylenedi-, dibromide",-,-,24184168
683,33458.0,"3-N,3-N,6-N,6-N,2,7-Hexamethylacridine-3,6-diamine;hydrochloride",-,-,54602200
684,33467.0,-,-,-,-
685,33530.0,Neuro_000017,-,-,95759
686,33548.0,.beta.-Dimethylamino-.alpha.-phenylpropiophenone hydroch...,-,-,91378
687,33553.0,-,-,-,-
688,33556.0,3-(Dimethylamino)-1-(4-methoxyphenyl)-2-phenylpropan-1-one;hydrobromide,-,-,54598857
689,33560.0,"3-Morpholin-4-yl-1,2-diphenylpropan-1-one;hydrobromide",-,-,54599888
690,33566.0,"4-[4-(Diethylamino)benzenecarboximidoyl]-N,N-dimethylaniline;hydrochloride",-,-,54609218
691,33568.0,3-Piperidino-2-phenylpropiophenone,-,-,89341
692,33570.0,"5-Morpholino-1,5-diphenyl-pent-1-en-3-one",-,-,6184372
693,33574.0,"1,1-Bis(2-hydroxyethyl)-2-pentadecyl-4,5-dihydro-1H-imidazol-1-ium chloride",-,-,24184220
694,33577.0,"4-[4-(Dibutylamino)benzenecarboximidoyl]-N,N-dimethylaniline;hydrochloride",-,-,24184222
695,33669.0,emetine,-,-,-
696,33690.0,"Benzo[a]heptalen-9(5H)-one, 7-acetamido-10-(diethylamino...",-,-,-
697,33759.0,-,-,-,-
698,33762.0,LS-130969,-,-,135538347
699,33765.0,CAP 1 hydrochloride,-,-,21123220
700,33832.0,Ascorbic Acid,-,-,-
701,34046.0,-,-,-,-
702,34060.0,"N,N'-Diethyl-N,N'-bis(3-phenoxypropyl)ethane-1,2-diamine;hydrochloride",-,-,54609242
703,34391.0,Cryptocyanin,-,-,-
704,34444.0,"n-(4-Nitrophenyl)-1,3-benzothiazol-2-amine",-,-,234474
705,34462.0,Uracil mustard,FDA approved,A7|AlkAg,6194
706,34475.0,"Androst-5-en-16.beta.-ol, 3.beta.-methoxy- (8CI)",-,-,234498
707,34521.0,Dexamethasone Decadron,FDA approved,Ho,-
708,34533.0,Fulcin,-,-,-
709,34541.0,(Iodoacetyl)urea,-,-,234533
710,34656.0,"CYTISINE, 3-METHYL-",-,-,234566
711,34661.0,pms (van),-,-,9285
712,34749.0,-,-,-,-
713,34757.0,Melicopidine,-,-,68060
714,34780.0,STK174912,-,-,135460716
715,34821.0,"2-Propen-1-one, 2-[(dimethylamino)methyl]-1-(2-nitro phe...",-,-,-
716,34864.0,2-(4-Acetylamino-phenylsulfanyl)-5-nitro-furan,-,-,234636
717,34924.0,-,-,-,-
718,34927.0,"N-(2,3-Dimethoxy-6-nitroacridin-9-yl)-N',N'-diethyl-2-phenylbutane-1,4-diamine;chloride",-,-,24184591
719,34931.0,"1-Naphthalenesulfonic acid, 3,3'-[1,2-ethenediylbis [(3-...",-,-,135488929
720,34949.0,1-(1-Hydroxynaphthalen-2-yl)heptan-1-one,-,-,234660
721,35027.0,n-Laurylpyridinium chloride,-,-,-
722,35049.0,-,-,-,-
723,35123.0,perchloropyrimidine,-,-,15690
724,35400.0,"(2,4-Dichlorophenyl)methyl carbamimidothioate;3,4,6-trichloro-2-nitrophenol",-,-,234810
725,35427.0,"1-Phenyl-2-(4-phenyl-1,45-oxazinan-4-yl)ethanone",-,-,411628
726,35441.0,"Phenanthridinium, 8-amino-5-methyl-6-phenyl-bromide",-,-,21144180
727,35446.0,"PROPIOPHENONE, 3-PHENYL-3-PIPERIDINO-",-,-,-
728,35450.0,"1-[2-(biphenyl-4-yl)-2-oxoethyl]-3,5,7-triaza-1-azoniatr...",-,-,5351745
729,35468.0,Podophyllotoxin bromide,-,-,234820
730,35471.0,peltatin b,-,-,-
731,35479.0,Podophyllotoxin isothiuronium bromide,-,-,54602203
732,35489.0,2-Isoquinolin-2-ium-2-yl-1-phenanthren-3-ylethanone;iodide,-,-,5351160
733,35542.0,xanthoxylin n,-,-,66548
734,35563.0,"2,5-Bis(chloromercuri)furan",-,-,-
735,35580.0,QLZ45PX3T1,-,-,234858
736,35587.0,"Leucanthone, m-aminobenzenesulfonate",-,-,234864
737,35617.0,"1,3-Naphthalenedisulfonic acid, 7,7'-azoxybis [[[[[(2-su...",-,-,54601070
738,35676.0,Purpurogallin,-,-,-
739,35683.0,mercuryl,-,-,16683655
740,35729.0,"4-Ethoxy-9-(4-ethoxy-3,5-dimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[6,5-f][1,3]benzodioxol-8-one",-,-,234897
741,35753.0,"3,3'-dihydroxyhexestrol",-,-,-
742,35767.0,"2,4,6-tribromophenylallyl ether",-,-,76767
743,35770.0,clomid,-,-,-
744,35790.0,2-benzimidazolepropionic acid,-,-,-
745,35855.0,-,-,-,-
746,35915.0,erythritol aziridine,-,-,234991
747,35949.0,NCIMech_000850,-,-,235012
748,35950.0,"Carbamimidothioic acid, (4-chloro-1-naphthalenyl)methyl ...",-,-,235013
749,36333.0,akron,-,-,-
750,36338.0,quatresin,-,-,17671
751,36354.0,tmca,-,-,-
752,36359.0,-,-,-,-
753,36369.0,2-(4-Isoquinolin-2-ium-2-ylbutyl)isoquinolin-2-ium;bromide,-,-,5351749
754,36373.0,"Naphtho[2,3-d]-1,3-dioxole-6,7-dimethanol, 5,6,7,8-tetra...",-,-,-
755,36390.0,Podophyllin,-,-,-
756,36405.0,Chelerythrine,Clinical trial,"BCL2|PK:PRKCA,STK",72311
757,36407.0,PICROPODOPHYLLIN,-,-,72435
758,36408.0,Podophyllotoxin acetate,-,-,-
759,36413.0,DAURICINE,-,-,-
760,36437.0,"CRASSIN, ACETATE",-,-,-
761,36525.0,"8-[(4-tert-butylphenoxy)methyl]-1,3-dimethyl-3,7-dihydro...",-,-,235292
762,36731.0,Sulfiram,-,-,7215
763,36755.0,".alpha.,.alpha.',.alpha.''-Tripyridyl",-,-,-
764,36758.0,Tolonium chloride,-,-,-
765,36768.0,"2,3,4,4'-Tmbp",-,-,165441
766,36806.0,"2,2,21,21-Tetraoxo-2lambda6,21lambda6-dithia-7,10,13,16,26,29,32,35-octazaheptacyclo[34.2.2.23,6.210,13.217,20.222,25.229,32]pentaconta-1(38),3(50),4,6(49),17(46),18,20(45),22,24,36,39,43-dodecaene-8,",-,-,235431
767,37168.0,celcot rm,-,-,67277
768,37186.0,3-Hydroxy-n-[3-(trifluoromethyl)phenyl]naphthalene-2-carboxamide,-,-,235600
769,37187.0,naphtazol c,-,-,67275
770,37202.0,celcot rn,-,-,67241
771,37248.0,-,-,-,-
772,37249.0,-,-,-,-
773,37261.0,-,-,-,-
774,37364.0,6-METHOXYGUANINE,-,-,65275
775,37379.0,-,-,-,-
776,37388.0,PG9A8I4S8I,-,-,95806
777,37432.0,"2-Propen-1-one, 3-(2-hydroxyphenyl)-1-phenyl- (9CI)",-,-,-
778,37433.0,"Chalcone, 2',3,4-trihydroxy-",-,-,-
779,37518.0,-,-,-,-
780,37600.0,-,-,-,-
781,37608.0,naphthol as-d,-,-,75160
782,37627.0,"1,5-diphenoxyanthraquinone",-,-,6699
783,37641.0,tricinolone acetophenonide,-,-,235856
784,37815.0,"2-(1,3-Oxazol-2-ylamino)-N-[4-[4-[[2-(1,3-oxazol-2-ylamino)acetyl]amino]phenyl]sulfonylphenyl]acetamide",-,-,235925
785,37876.0,-,-,-,-
786,37888.0,-,-,-,-
787,37889.0,-,-,-,-
788,37895.0,-,-,-,-
789,37896.0,-,-,-,-
790,37898.0,-,-,-,-
791,37900.0,-,-,-,-
792,37901.0,-,-,-,-
793,37943.0,o-phenethylnicotinaldoxime,-,-,9561248
794,38007.0,XPVZKRRTCHLFRZ-UHFFFAOYSA-N,-,-,236003
795,38086.0,(4-Chlorophenyl) 3-methyl-5-nitroimidazole-4-sulfonate,-,-,236063
796,38087.0,5-Phenoxysulfonyl-1-methyl-4-nitroimidazole,-,-,81400
797,38090.0,Z1603789400,-,-,236065
798,38186.0,"Mercury, (p-dioxane-2,5-diyldimethylene)bis[(octanoyloxy)-",-,-,16683657
799,38270.0,olivomycin,-,-,-
800,38525.0,-,-,-,-
801,38530.0,"2,8-Bis((dimethylamino)methyl)cyclooctanone hydrochloride",-,-,373400
802,38534.0,"Cyclohexanone, 2-[(dimethylamino)methyl]-6-(piperidinome...",-,-,-
803,38535.0,"2,6-bis(4-morpholinylmethyl)cyclohexanone,dihydrochloride",-,-,-
804,38643.0,aquamycin,-,-,-
805,38663.0,"styrene, 3,4-dichloro-.beta.-nitro- (8ci)",-,-,54605559
806,38684.0,"1,3-Dioxane, 5,5-dimethyl-4-(1-methylethyl)-2- (2-phenyl...",-,-,5351757
807,38721.0,Mitotane,FDA approved,A7|Ho|AlkAg|anti-Ho|CYP11A1,-
808,38732.0,2-Amino-6-((5-(hydroxy(oxido)amino)-6-(methylamino)-4-pyrimidinyl)thio)-9H-purine,-,-,3246138
809,38733.0,2-((2-Amino-9H-purin-6-yl)thio)-1-(4-bromophenyl)ethanone,-,-,3246139
810,38737.0,"Purine, 2-amino-6-(O-nitrobenzylthio)-",-,-,3246141
811,38743.0,AK-94315,-,-,236331
812,38777.0,o-nitrophenyl succinic acid,-,-,236350
813,38887.0,guaneran,-,-,3379405
814,39084.0,Azathioprine Sodium,-,-,-
815,39135.0,STK213636,-,-,236554
816,39147.0,resactin a,-,-,91467
